ID_особи,Пол,Порода,Дата_Рождения,Родитель_папа,Родитель_мама,Удой л/день,Упитанность,Коэффициент инбридинга (F),Прирост веса кг/день,Здоровье (1-10),Фертильность (%),Генетическая ценность (баллы)
6373,Самец,Симентальская,2019-07-27,0458,8904,"25,54996837",4,"0,02",,7,,93
6374,Самец,Голштинская,2022-09-07,4677,9846,"31,58920287",3,"0,02","1,22",8,83,73
6375,Самец,Айрширская,2023-12-25,4381,4184,"28,81724606",3,"0,13","1,13",6,,79
6376,Самец,Симентальская,2021-01-11,8882,1682,"22,59266542",4,"0,07",,6,,82
6377,Самка,Швицкая,2023-12-09,4094,5029,"23,38361654",5,"0,19","1,1",10,89,86
6378,Самка,Симентальская,2019-06-08,6285,3595,"26,27929753",4,"0,14",,8,80,93
6379,Самец,Голштинская,2019-07-24,9396,4924,"27,59055603",4,"0,04","1,17",9,76,95
6380,Самка,Герефорд,2018-01-13,0103,2719,,3,"0,08","0,97",7,,90
6381,Самка,Герефорд,2021-06-14,9387,5668,,3,"0,15","1,14",10,76,91
6382,Самка,Симентальская,2021-07-02,0026,2100,,3,"0,12","1,49",7,88,93
6383,Самка,Герефорд,2020-04-23,2756,7255,,4,"0,02",,9,,71
6384,Самец,Герефорд,2022-04-09,7451,8023,"23,26828721",4,"0,02",,6,,73
6385,Самец,Герефорд,2023-03-11,3397,5132,,3,"0,07",,7,88,78
6386,Самец,Голштинская,2023-02-23,7377,1765,"24,83557379",3,"0,03",,5,,81
6387,Самка,Герефорд,2018-04-26,9642,7054,"29,15114032",4,"0,04","1,46",6,82,71
6388,Самка,Айрширская,2020-09-26,3488,8645,"34,25511306",3,"0,02",,9,84,81
6389,Самец,Швицкая,2021-10-21,7966,4670,"22,24459282",4,"0,1","1,32",5,,88
6390,Самец,Швицкая,2021-02-21,8309,6165,,4,"0,12","1,15",6,,80
6391,Самка,Голштинская,2022-02-07,3362,1847,"32,11722128",3,"0,11","0,95",7,82,88
6392,Самец,Швицкая,2018-03-09,7395,1800,,4,"0,19",,6,79,72
6393,Самка,Симентальская,2019-02-02,4885,0769,"33,96559606",3,"0,07","0,82",9,95,83
6394,Самка,Айрширская,2018-03-24,0534,8966,,4,"0,13","1,06",10,78,93
6395,Самец,Голштинская,2018-02-12,8960,8765,"30,53403894",3,"0,16","1,18",7,75,83
6396,Самка,Симентальская,2019-06-16,9351,3798,,4,"0,16","1,15",9,75,77
6397,Самка,Айрширская,2022-03-07,4770,5588,,5,"0,05",,8,90,84
6398,Самец,Голштинская,2018-12-06,2801,1063,,3,"0,08",,5,82,87
6399,Самка,Голштинская,2023-02-27,0807,8120,"25,36466016",3,"0,1","1,44",6,,83
6400,Самец,Герефорд,2022-04-10,9365,9194,"25,59941072",2,"0,07","0,82",10,,85
6401,Самка,Голштинская,2021-01-13,8047,1362,,4,"0,15",,10,,84
6402,Самка,Симентальская,2019-10-11,3660,1664,"37,41432016",2,"0,11","0,92",5,,81
6403,Самец,Герефорд,2020-10-15,2002,6595,"35,22884066",4,"0,05",,7,,94
6404,Самец,Айрширская,2018-12-22,5627,7786,,4,"0,03",,7,76,94
6405,Самка,Голштинская,2021-07-18,3007,1615,"31,3446093",3,"0,16",,10,80,79
6406,Самка,Симентальская,2023-10-16,4898,0867,,4,"0,16",,10,,77
6407,Самец,Голштинская,2021-03-05,5111,3206,"20,3232591",4,"0,14","0,92",7,87,93
6408,Самец,Голштинская,2018-09-13,3219,7502,,3,"0,06",,8,77,77
6409,Самец,Симентальская,2019-11-24,3846,0730,"36,46576565",3,"0,1",,5,,87
6410,Самец,Швицкая,2019-05-24,5291,9862,"30,43004805",3,"0,11",,8,90,73
6411,Самка,Голштинская,2023-12-28,1377,1446,,4,"0,14","1,19",8,,83
6412,Самка,Симентальская,2018-01-17,3854,2076,,4,"0,12",,7,78,85
6413,Самец,Симентальская,2019-03-14,8845,1299,,3,"0,18","1,46",7,92,81
6414,Самка,Швицкая,2021-05-01,3977,6665,,3,"0,19","1,07",9,,90
6415,Самец,Симентальская,2021-09-16,4642,5254,"31,18724437",4,"0,11","1,04",10,81,87
6416,Самка,Голштинская,2018-07-28,2480,6899,"28,95612442",4,"0,09",,9,,82
6417,Самец,Симентальская,2023-10-11,9914,3694,,2,"0,04","0,88",10,,88
6418,Самец,Герефорд,2018-08-06,5952,5897,"25,80063002",4,"0,15","1,35",9,,91
6419,Самец,Айрширская,2023-12-12,8970,7423,"34,13907625",3,"0,03",,7,79,75
6420,Самец,Голштинская,2018-01-02,6943,6831,,4,"0,16","0,82",5,,78
6421,Самка,Швицкая,2019-09-13,1577,0626,"21,82147246",2,"0,16","1,2",7,89,92
6422,Самка,Герефорд,2018-03-28,3499,8578,,4,"0,02",,7,,77
6423,Самец,Симентальская,2022-11-08,6476,3979,"32,63045679",3,"0,02","0,84",10,81,89
6424,Самка,Швицкая,2018-11-17,8691,0519,,5,"0,05",,10,,76
6425,Самка,Айрширская,2019-09-12,5076,7904,,4,"0,15",,8,,92
6426,Самка,Голштинская,2023-12-19,3310,2098,"38,48497453",3,"0,08",,10,,79
6427,Самец,Швицкая,2023-09-25,9709,5561,,4,"0,13",,6,,82
6428,Самка,Герефорд,2018-09-10,2782,0998,,4,"0,1","1,29",6,89,76
6429,Самец,Швицкая,2020-03-08,0960,9131,"27,87962242",4,"0,19",,10,,84
6430,Самка,Симентальская,2019-10-15,7476,9842,,3,"0,11",,7,,84
6431,Самка,Айрширская,2018-09-21,9200,1558,"37,26636814",3,"0,19",,9,,95
6432,Самец,Айрширская,2018-11-20,6922,3953,,3,"0,02",,10,,85
6433,Самец,Симентальская,2018-01-20,1916,9718,,3,"0,04",1,6,,84
6434,Самка,Герефорд,2018-01-25,7010,5242,,4,"0,11","1,43",7,81,87
6435,Самка,Симентальская,2023-10-27,5484,6123,,4,"0,06",,6,,89
6436,Самец,Герефорд,2019-06-01,7608,1633,,4,"0,13",,7,,95
6437,Самец,Швицкая,2021-06-17,7306,2906,,4,"0,04","1,17",7,,81
6438,Самка,Симентальская,2020-08-26,9294,9568,,4,"0,18","0,84",8,83,89
6439,Самец,Швицкая,2022-04-18,7710,4952,,4,"0,12","0,8",9,,87
6440,Самка,Голштинская,2019-10-11,5353,9885,,4,"0,06","1,25",5,81,93
6441,Самец,Герефорд,2019-02-26,1229,8213,,4,"0,09",,7,,72
6442,Самец,Швицкая,2022-02-11,0825,2278,,4,"0,12",,5,,77
6443,Самка,Швицкая,2018-06-09,5509,6035,,4,"0,19","1,28",10,,84
6444,Самка,Швицкая,2021-06-08,4020,8510,"29,84668585",4,"0,15","1,32",8,,81
6445,Самец,Швицкая,2023-11-23,7409,1923,,4,"0,17","1,42",10,,90
6446,Самец,Голштинская,2023-01-14,6724,6606,"32,67806197",2,"0,15","1,07",7,,77
6447,Самец,Симентальская,2021-05-05,4027,5420,,4,"0,18","1,24",7,,84
6448,Самец,Симентальская,2021-08-19,4924,1427,,4,"0,06",,9,87,91
6449,Самец,Айрширская,2022-02-01,7340,6106,"38,06810033",4,"0,08",,5,,72
6450,Самка,Симентальская,2023-08-25,2351,2158,"22,81042734",4,"0,04",,10,75,78
6451,Самка,Айрширская,2022-02-21,9548,1235,"25,57116222",4,"0,02","1,27",9,,81
6452,Самец,Герефорд,2020-04-21,8764,9588,,3,"0,2","0,87",10,,71
6453,Самка,Симентальская,2021-03-07,8409,4262,,3,"0,13","0,82",8,,70
6454,Самец,Голштинская,2022-03-05,9096,7815,,2,"0,15",,7,88,76
6455,Самец,Герефорд,2022-06-03,2639,2350,"33,79701088",5,"0,02","1,31",10,,95
6456,Самка,Голштинская,2021-12-25,4369,2220,"38,39857921",3,"0,07","1,16",7,,73
6457,Самец,Голштинская,2022-04-06,1273,0343,,4,"0,16","1,06",9,80,70
6458,Самец,Айрширская,2018-09-27,4640,4499,,4,"0,02","1,13",9,83,92
6459,Самка,Голштинская,2022-12-19,6290,6308,"36,04662162",3,"0,13","1,14",10,95,79
6460,Самка,Швицкая,2023-02-13,1601,3834,,3,"0,05",,5,88,85
6461,Самец,Айрширская,2018-06-12,0167,2571,,3,"0,06","1,28",9,94,92
6462,Самец,Симентальская,2019-05-25,4842,9487,,5,"0,09",,10,88,73
6463,Самец,Швицкая,2018-12-24,0279,6902,"25,25191196",3,"0,08","1,31",6,93,91
6464,Самец,Симентальская,2018-03-13,7398,6627,,4,"0,08",,8,,92
6465,Самка,Голштинская,2019-09-07,5104,8668,,3,"0,2","1,13",5,78,81
6466,Самец,Герефорд,2021-01-23,9462,1256,"30,03677224",4,"0,1",,6,88,80
6467,Самка,Симентальская,2018-10-24,8528,2055,,3,"0,14",,8,87,74
6468,Самец,Айрширская,2019-02-11,5312,2568,"24,17222332",4,"0,02","1,06",6,81,80
6469,Самец,Симентальская,2023-09-21,1575,4312,"33,45790991",4,"0,2",,9,88,85
6470,Самка,Симентальская,2021-10-19,0124,0849,,4,"0,15",,7,75,94
6471,Самка,Голштинская,2018-03-24,2225,0085,"27,05224934",3,"0,01","0,85",8,,89
6472,Самка,Айрширская,2021-07-23,2479,6817,"39,42108739",5,"0,06","1,29",10,94,85
6473,Самец,Герефорд,2018-11-01,5167,1400,"31,63872691",2,"0,09","1,23",6,,75
6474,Самка,Швицкая,2021-11-03,3916,4115,"22,26122521",4,"0,17","1,3",9,,79
6475,Самка,Швицкая,2020-02-02,5934,1155,"30,14152487",3,"0,14","0,88",6,93,86
6476,Самка,Швицкая,2018-06-28,2915,2752,"29,28953487",4,"0,14","0,87",6,,88
6477,Самец,Голштинская,2020-05-01,5385,1211,,4,"0,13","0,9",6,76,87
6478,Самка,Швицкая,2021-09-26,4509,8471,"36,57585396",3,"0,15",,9,94,94
6479,Самка,Голштинская,2020-01-23,6969,4552,"32,68042818",3,"0,18","1,38",9,86,95
6480,Самец,Айрширская,2018-07-08,7618,1723,"35,13283058",4,"0,14",,8,,93
6481,Самец,Герефорд,2020-04-11,4767,8757,,4,"0,01",,10,81,92
6482,Самка,Швицкая,2022-12-27,0170,5906,,4,"0,18","0,82",10,,83
6483,Самка,Айрширская,2018-09-11,8443,0923,"36,23974854",4,"0,15","0,88",10,,79
6484,Самец,Айрширская,2021-05-10,4035,3255,"29,2058002",2,"0,12",,10,,87
6485,Самка,Симентальская,2022-10-28,3275,0298,"31,2263902",4,"0,12",,8,75,70
6486,Самка,Симентальская,2023-04-13,8012,7206,,4,"0,18","0,83",9,,77
6487,Самка,Швицкая,2020-07-23,2091,2796,"28,22102191",3,"0,19","1,14",5,81,75
6488,Самец,Швицкая,2022-11-14,0549,7777,,4,"0,03","1,25",10,,86
6489,Самец,Герефорд,2018-09-09,7816,2860,"28,30593025",3,"0,04",,7,,77
6490,Самка,Голштинская,2019-01-02,7294,7287,,4,"0,13",,7,,84
6491,Самка,Симентальская,2020-08-17,8694,4151,"22,22470889",3,"0,17","1,12",5,,86
6492,Самка,Симентальская,2020-09-03,7347,7871,"24,35999128",2,"0,18","0,85",9,92,81
6493,Самка,Голштинская,2018-06-24,0101,5498,,2,"0,11","1,11",9,77,82
6494,Самец,Симентальская,2020-02-16,1297,6752,"29,61360906",3,"0,05",,5,78,71
6495,Самка,Голштинская,2023-06-21,7022,4657,"26,34536194",4,"0,16",,7,89,91
6496,Самец,Голштинская,2021-01-14,6247,2006,,2,"0,1","0,92",6,,75
6497,Самец,Айрширская,2021-11-27,0389,1499,,4,"0,17",,5,,74
6498,Самец,Айрширская,2023-10-16,0084,7349,,4,"0,11",,10,,87
6499,Самец,Айрширская,2018-04-16,0565,5438,"30,64454014",4,"0,16","0,93",5,89,83
6500,Самка,Швицкая,2019-08-24,6096,1346,"35,89307671",3,"0,15","0,93",6,,77
6501,Самка,Айрширская,2019-04-07,4122,7049,"34,32327651",4,"0,17",,7,88,82
6502,Самка,Швицкая,2019-09-17,5752,2017,"21,44575715",3,"0,04",,9,,93
6503,Самка,Айрширская,2022-12-12,4424,4742,,2,"0,13",,10,82,75
6504,Самец,Симентальская,2020-07-08,0280,2302,,3,"0,1","1,48",8,,91
6505,Самец,Герефорд,2018-10-20,4535,2956,,4,"0,04",,10,,93
6506,Самец,Симентальская,2019-01-05,2697,4416,,4,"0,19",,8,,87
6507,Самец,Герефорд,2018-06-08,3253,0766,,4,"0,17","0,81",6,77,92
6508,Самка,Симентальская,2018-08-10,0547,1756,"36,75439937",4,"0,06","0,97",9,,74
6509,Самка,Айрширская,2018-03-07,4423,3839,,4,"0,15","1,33",9,87,71
6510,Самец,Герефорд,2021-05-10,9310,8681,,4,"0,07",,10,,95
6511,Самец,Швицкая,2020-03-28,0391,1375,"33,69479568",3,"0,04",,7,84,92
6512,Самка,Герефорд,2023-12-08,8082,1485,"33,58413807",4,"0,02",,6,94,77
6513,Самец,Айрширская,2019-06-11,3100,3036,,4,"0,13","0,93",7,,70
6514,Самец,Симентальская,2021-04-04,1149,6225,"27,39835551",4,"0,11",,6,,94
6515,Самец,Голштинская,2023-02-03,0180,0114,,4,"0,02",,7,80,84
6516,Самка,Герефорд,2021-03-28,7820,5867,,4,"0,13",,7,,85
6517,Самец,Голштинская,2018-12-08,8258,8605,"32,73471594",4,"0,14","1,27",8,,93
6518,Самец,Швицкая,2023-05-21,3564,0014,"36,37794732",4,"0,12",,9,,77
6519,Самец,Голштинская,2019-12-11,0723,4716,,4,"0,03",,5,92,75
6520,Самка,Герефорд,2019-11-17,9971,3353,,5,"0,15","1,06",10,81,71
6521,Самка,Айрширская,2018-09-03,3144,1845,,3,"0,11",,7,,74
6522,Самец,Айрширская,2019-10-13,2274,3466,"22,01161896",4,"0,02","1,06",7,,84
6523,Самец,Симентальская,2018-04-25,7381,5060,,3,"0,12",,5,80,91
6524,Самка,Герефорд,2023-12-27,0188,5090,,4,"0,15","1,31",10,79,75
6525,Самец,Швицкая,2018-08-16,3319,0216,,3,"0,01","1,18",9,,91
6526,Самец,Швицкая,2019-07-21,1233,0936,"35,39737688",3,"0,07","1,31",8,92,73
6527,Самка,Голштинская,2021-06-12,2151,3666,"33,64970108",3,"0,13","1,28",8,,85
6528,Самка,Симентальская,2019-03-11,5195,7312,"32,16768772",4,"0,19","1,49",8,,81
6529,Самец,Симентальская,2020-05-26,7614,3621,,4,"0,02","0,83",9,,75
6530,Самец,Айрширская,2022-02-19,6200,5841,"20,34576853",5,"0,07","1,36",7,,75
6531,Самка,Симентальская,2021-09-14,3954,9104,,3,"0,13",,7,,84
6532,Самец,Симентальская,2021-02-23,7910,9583,,4,"0,12",,9,,81
6533,Самка,Швицкая,2019-09-02,4489,1945,"29,06003227",4,"0,19",,7,,71
6534,Самка,Айрширская,2019-06-19,4393,3154,,4,"0,16","1,42",6,84,92
6535,Самец,Герефорд,2020-03-13,2159,0750,"24,26322252",3,"0,11",,10,88,86
6536,Самец,Симентальская,2021-06-13,1021,1241,"26,09684706",3,"0,07","1,48",5,85,90
6537,Самка,Симентальская,2018-04-19,6046,0363,"21,48414167",4,"0,07",,7,94,79
6538,Самка,Швицкая,2018-01-18,2176,3384,"29,29262417",4,"0,19",,10,84,83
6539,Самка,Герефорд,2018-11-17,8459,1550,"26,08131918",4,"0,12","1,12",5,91,83
6540,Самка,Айрширская,2022-12-18,0311,2196,"28,55771294",4,"0,06",,5,,85
6541,Самец,Швицкая,2021-01-27,4433,0966,,4,"0,07",,8,,95
6542,Самец,Голштинская,2018-10-17,7160,2026,,3,"0,08","0,94",8,79,93
6543,Самка,Голштинская,2019-05-28,7582,8972,"35,92721043",4,"0,11",,8,84,78
6544,Самец,Голштинская,2023-05-09,0072,5184,,3,"0,2","1,35",10,83,84
6545,Самка,Герефорд,2022-06-05,4723,0451,"35,93363564",3,"0,05","1,39",10,,93
6546,Самец,Герефорд,2020-04-26,6322,8149,,4,"0,08",,5,,82
6547,Самец,Симентальская,2018-10-16,6784,4489,"38,38874614",4,"0,17","1,35",7,77,93
6548,Самка,Айрширская,2022-09-12,0413,8269,,5,"0,1","1,32",10,,83
6549,Самка,Голштинская,2023-03-01,9564,7547,,2,"0,19",,8,80,73
6550,Самец,Герефорд,2019-12-04,3548,5572,,3,"0,16",,10,75,91
6551,Самец,Швицкая,2021-02-26,5817,5171,,3,"0,19",,7,,72
6552,Самка,Айрширская,2019-08-11,5545,7529,,3,"0,04",,8,82,79
6553,Самец,Герефорд,2020-12-15,7261,5089,,3,"0,06","1,2",6,,93
6554,Самка,Симентальская,2018-02-18,1945,6524,,4,"0,04","1,33",7,76,82
6555,Самка,Герефорд,2019-05-16,3652,6303,"26,30607121",4,"0,04",1,6,83,80
6556,Самка,Герефорд,2022-08-14,4875,7838,,4,"0,07","1,31",10,,76
6557,Самка,Голштинская,2022-03-23,2141,2091,,3,"0,17","0,99",5,92,85
6558,Самец,Голштинская,2023-01-03,5908,2394,"25,20566773",4,"0,13",,5,,95
6559,Самка,Герефорд,2019-04-09,9170,5536,"22,07583317",4,"0,09",,9,,71
6560,Самка,Герефорд,2022-06-28,5050,6918,"30,34426615",3,"0,05","1,44",9,,94
6561,Самец,Голштинская,2020-06-20,8950,6315,"35,36274326",4,"0,15","0,9",7,89,92
6562,Самка,Айрширская,2019-06-08,3562,3004,,4,"0,17",,7,83,95
6563,Самец,Швицкая,2020-03-21,2829,3329,,4,"0,07","1,09",7,,72
6564,Самка,Симентальская,2022-01-26,6212,9378,,4,"0,08","1,08",10,92,88
6565,Самец,Герефорд,2020-09-01,1552,1253,"24,20612377",3,"0,01","1,34",9,,89
6566,Самка,Симентальская,2020-03-25,1566,4225,,4,"0,09",,10,,75
6567,Самка,Симентальская,2023-08-08,0861,5176,"38,18510802",3,"0,2",,6,95,79
6568,Самец,Швицкая,2022-02-07,5952,0991,"30,13841658",4,"0,07","1,1",7,89,87
6569,Самка,Герефорд,2022-12-20,1981,8091,,3,"0,18",,7,,73
6570,Самец,Голштинская,2023-06-04,8861,4119,,4,"0,14","1,02",6,,75
6571,Самка,Швицкая,2020-07-20,4199,7875,,4,"0,17","1,1",8,87,71
6572,Самец,Герефорд,2019-06-15,5056,3682,"20,85001734",4,"0,04",,10,79,84
6573,Самка,Швицкая,2020-06-09,9299,8923,,2,"0,01",,8,82,84
6574,Самка,Швицкая,2018-04-10,7710,6009,,4,"0,05","1,18",10,84,83
6575,Самка,Швицкая,2019-12-19,6690,5055,,5,"0,14","0,81",5,,81
6576,Самец,Айрширская,2023-06-18,8461,8420,,4,"0,02","1,27",6,91,87
6577,Самка,Швицкая,2020-11-15,6658,1743,,2,"0,06",,10,,91
6578,Самка,Голштинская,2023-10-26,8424,3573,"25,29246649",4,"0,13",,9,93,79
6579,Самец,Айрширская,2018-11-24,1437,1112,"25,62644929",5,"0,11",,6,,95
6580,Самец,Айрширская,2021-07-28,2326,3304,"38,74075407",4,"0,16","1,33",6,,91
6581,Самка,Симентальская,2020-02-16,4794,2650,"37,19020687",4,"0,16","1,05",8,83,88
6582,Самка,Айрширская,2021-08-22,4748,6300,"22,88697168",3,"0,08",,5,,91
6583,Самка,Айрширская,2022-05-05,9815,3843,"24,41117446",4,"0,15",,10,,90
6584,Самец,Голштинская,2018-08-18,7289,9397,,5,"0,16","1,34",6,,86
6585,Самец,Герефорд,2022-06-12,4867,7136,,4,"0,04","1,2",7,81,80
6586,Самка,Герефорд,2023-07-25,2074,0329,"35,01724224",3,"0,15","1,43",5,,90
6587,Самка,Айрширская,2018-01-09,3493,0666,,3,"0,03",,5,79,76
6588,Самка,Герефорд,2021-06-11,2408,4943,"30,52248579",4,"0,17",,5,,91
6589,Самка,Голштинская,2021-06-18,6404,2898,,4,"0,15",,8,79,70
6590,Самец,Симентальская,2021-07-26,2835,7253,,2,"0,08","1,15",7,,88
6591,Самец,Голштинская,2019-10-25,1078,1785,,3,"0,12","1,28",5,94,95
6592,Самец,Голштинская,2019-06-27,5471,4597,"39,58346299",3,"0,07","1,13",6,,77
6593,Самка,Голштинская,2023-11-10,1604,7778,"22,91150627",4,"0,12",,8,92,79
